C03W04ESCALATOR	C03	FARRAGUT WEST	 18th Street Entrance	Escalator between mezzanine and platform to Vienna/Franconia-Springfield
C03W05ESCALATOR	C03	FARRAGUT WEST	 18th Street Entrance	Escalator between mezzanine and platform to Vienna/Franconia-Springfield
C03W06ESCALATOR	C03	FARRAGUT WEST	 18th Street Entrance	Escalator between mezzanine and platform to New Carrollton/Largo Town Center
C03W07ESCALATOR	C03	FARRAGUT WEST	 18th Street Entrance	Escalator between mezzanine and platform to New Carrollton/Largo Town Center
D04X01ESCALATOR	D04	FEDERAL CENTER SW		Escalator between street and mezzanine
D04X02ESCALATOR	D04	FEDERAL CENTER SW		Escalator between street and mezzanine
D04X03ESCALATOR	D04	FEDERAL CENTER SW		Escalator between street and mezzanine
D04X04ESCALATOR	D04	FEDERAL CENTER SW		Escalator between mezzanine and platform
D04X05ESCALATOR	D04	FEDERAL CENTER SW		Escalator between mezzanine and platform
D01X01ESCALATOR	D01	FEDERAL TRIANGLE		Escalator between street and middle landing
D01X02ESCALATOR	D01	FEDERAL TRIANGLE		Escalator between street and middle landing
D01X03ESCALATOR	D01	FEDERAL TRIANGLE		Escalator between street and middle landing
D01X04ESCALATOR	D01	FEDERAL TRIANGLE		Escalator between middle landing and mezzanine
D01X05ESCALATOR	D01	FEDERAL TRIANGLE		Escalator between middle landing and mezzanine
D01X06ESCALATOR	D01	FEDERAL TRIANGLE		Escalator between middle landing and mezzanine
D01X07ESCALATOR	D01	FEDERAL TRIANGLE		Escalator between mezzanine and platform
D01X08ESCALATOR	D01	FEDERAL TRIANGLE		Escalator between mezzanine and platform
D01X09ESCALATOR	D01	FEDERAL TRIANGLE		Escalator between mezzanine and platform
C04X01ESCALATOR	C04	FOGGY BOTTOM-GWU		Escalator between street and mezzanine
C04X02ESCALATOR	C04	FOGGY BOTTOM-GWU		Escalator between street and mezzanine
C04X03ESCALATOR	C04	FOGGY BOTTOM-GWU		Escalator between street and mezzanine
C04X04ESCALATOR	C04	FOGGY BOTTOM-GWU		Escalator between mezzanine and platform
C04X05ESCALATOR	C04	FOGGY BOTTOM-GWU		Escalator between mezzanine and platform
C04X06ESCALATOR	C04	FOGGY BOTTOM-GWU		Escalator between mezzanine and platform
B06X01ESCALATOR	B06	FORT TOTTEN		Escalator between mezzanine and upper platform for Red Line
B06X02ESCALATOR	B06	FORT TOTTEN		Escalator between mezzanine and upper platform for Red Line
B06X03ESCALATOR	B06	FORT TOTTEN		Escalator between mezzanine and upper platform for Red Line
B06X04ESCALATOR	B06	FORT TOTTEN		Escalator between mezzanine and upper platform for Red Line
E06X05ESCALATOR	E06	FORT TOTTEN		Escalator between mezzanine and lower platform for Green Line
E06X06ESCALATOR	E06	FORT TOTTEN		Escalator between mezzanine and lower platform for Green Line
J03X01ESCALATOR	J03	FRANCONIA-SPRINGFIELD		Escalator between ground and pedestrian bridge
J03X02ESCALATOR	J03	FRANCONIA-SPRINGFIELD		Escalator between ground and pedestrian bridge
J03X03ESCALATOR	J03	FRANCONIA-SPRINGFIELD		Escalator between mezzanine and platform
J03X04ESCALATOR	J03	FRANCONIA-SPRINGFIELD		Escalator between mezzanine and platform
J03X05ESCALATOR	J03	FRANCONIA-SPRINGFIELD		Escalator between mezzanine and platform
A08S01ESCALATOR	A08	FRIENDSHIP HEIGHTS	 Jenifer Street Entrance	Escalator between mezzanine and platform
A08S02ESCALATOR	A08	FRIENDSHIP HEIGHTS	 Jenifer Street Entrance	Escalator between mezzanine and platform
A08N01ESCALATOR	A08	FRIENDSHIP HEIGHTS	 Western Avenue Entrance	Escalator between bus terminal and middle landing
A08N02ESCALATOR	A08	FRIENDSHIP HEIGHTS	 Western Avenue Entrance	Escalator between bus terminal and middle landing
A08N03ESCALATOR	A08	FRIENDSHIP HEIGHTS	 Western Avenue Entrance	Escalator between middle landing and mezzanine
A08N04ESCALATOR	A08	FRIENDSHIP HEIGHTS	 Western Avenue Entrance	Escalator between middle landing and mezzanine
A08N05ESCALATOR	A08	FRIENDSHIP HEIGHTS	 Western Avenue Entrance	Escalator between middle landing and mezzanine
A08N06ESCALATOR	A08	FRIENDSHIP HEIGHTS	 Western Avenue Entrance	Escalator between mezzanine and platform
A08N07ESCALATOR	A08	FRIENDSHIP HEIGHTS	 Western Avenue Entrance	Escalator between mezzanine and platform
A08N08ESCALATOR	A08	FRIENDSHIP HEIGHTS	 Western Avenue Entrance	Escalator between mezzanine and platform
A08N11ESCALATOR	A08	FRIENDSHIP HEIGHTS	 Western Avenue Entrance	Escalator between Hecht Co. and street
B01E01ESCALATOR	B01	GALLERY PLACE-CHINATOWN	 7th and G Street/Arena Entrance	Escalator between street and mezzanine
B01E02ESCALATOR	B01	GALLERY PLACE-CHINATOWN	 7th and G Street/Arena Entrance	Escalator between street and mezzanine
B01E03ESCALATOR	B01	GALLERY PLACE-CHINATOWN	 7th and G Street/Arena Entrance	Escalator between street and mezzanine
B01E04ESCALATOR	B01	GALLERY PLACE-CHINATOWN	 7th and G Street/Arena Entrance	Escalator between street and mezzanine
B01E05ESCALATOR	B01	GALLERY PLACE-CHINATOWN	 7th and G Street/Arena Entrance	Escalator between mezzanine and platform to Glenmont
B01E06ESCALATOR	B01	GALLERY PLACE-CHINATOWN	 7th and G Street/Arena Entrance	Escalator between mezzanine and platform to Glenmont
B01E07ESCALATOR	B01	GALLERY PLACE-CHINATOWN	 7th and G Street/Arena Entrance	Escalator between mezzanine and platform to Shady Grove
B01E08ESCALATOR	B01	GALLERY PLACE-CHINATOWN	 7th and G Street/Arena Entrance	Escalator between mezzanine and platform to Shady Grove
F01N01ESCALATOR	F01	GALLERY PLACE-CHINATOWN	 7th and H Street/Chinatown Entrance	Escalator between street and middle landing
F01N02ESCALATOR	F01	GALLERY PLACE-CHINATOWN	 7th and H Street/Chinatown Entrance	Escalator between street and middle landing
F01N03ESCALATOR	F01	GALLERY PLACE-CHINATOWN	 7th and H Street/Chinatown Entrance	Escalator between street and middle landing
F01N04ESCALATOR	F01	GALLERY PLACE-CHINATOWN	 7th and H Street/Chinatown Entrance	Escalator between middle landing and mezzanine
F01N05ESCALATOR	F01	GALLERY PLACE-CHINATOWN	 7th and H Street/Chinatown Entrance	Escalator between middle landing and mezzanine
F01N06ESCALATOR	F01	GALLERY PLACE-CHINATOWN	 7th and H Street/Chinatown Entrance	Escalator between middle landing and mezzanine
F01N07ESCALATOR	F01	GALLERY PLACE-CHINATOWN	 7th and H Street/Chinatown Entrance	Escalator between upper platform to Shady Grove and the lower platform for Yellow/Green Line
F01N08ESCALATOR	F01	GALLERY PLACE-CHINATOWN	 7th and H Street/Chinatown Entrance	Escalator between upper platform to Shady Grove and the lower platform for Yellow/Green Line
F01N09ESCALATOR	F01	GALLERY PLACE-CHINATOWN	 7th and H Street/Chinatown Entrance	Escalator between upper platform to Shady Grove and the lower platform for Yellow/Green Line
F01N10ESCALATOR	F01	GALLERY PLACE-CHINATOWN	 7th and H Street/Chinatown Entrance	Escalator between upper platform to Shady Grove and the lower platform for Yellow/Green Line
F01N11ESCALATOR	F01	GALLERY PLACE-CHINATOWN	 7th and H Street/Chinatown Entrance	Escalator between upper platform to Shady Grove and the lower platform for Yellow/Green Line
F01N12ESCALATOR	F01	GALLERY PLACE-CHINATOWN	 7th and H Street/Chinatown Entrance	Escalator between upper platform to Glenmont and the lower platform for Yellow/Green Line
F01N13ESCALATOR	F01	GALLERY PLACE-CHINATOWN	 7th and H Street/Chinatown Entrance	Escalator between upper platform to Glenmont and the lower platform for Yellow/Green Line
F01N14ESCALATOR	F01	GALLERY PLACE-CHINATOWN	 7th and H Street/Chinatown Entrance	Escalator between upper platform to Glenmont and the lower platform for Yellow/Green Line
F01N15ESCALATOR	F01	GALLERY PLACE-CHINATOWN	 7th and H Street/Chinatown Entrance	Escalator between upper platform to Glenmont and the lower platform for Yellow/Green Line
F01N16ESCALATOR	F01	GALLERY PLACE-CHINATOWN	 7th and H Street/Chinatown Entrance	Escalator between upper platform to Glenmont and the lower platform for Yellow/Green Line
B01W01ESCALATOR	B01	GALLERY PLACE-CHINATOWN	 9th and G Street Entrance	Escalator between street and mezzanine
B01W02ESCALATOR	B01	GALLERY PLACE-CHINATOWN	 9th and G Street Entrance	Escalator between street and mezzanine
B01W03ESCALATOR	B01	GALLERY PLACE-CHINATOWN	 9th and G Street Entrance	Escalator between mezzanine and platform to Shady Grove
B01W04ESCALATOR	B01	GALLERY PLACE-CHINATOWN	 9th and G Street Entrance	Escalator between mezzanine and platform to Shady Grove
B01W05ESCALATOR	B01	GALLERY PLACE-CHINATOWN	 9th and G Street Entrance	Escalator between mezzanine and platform to Glenmont
B01W06ESCALATOR	B01	GALLERY PLACE-CHINATOWN	 9th and G Street Entrance	Escalator between mezzanine and platform to Glenmont
E05X01ESCALATOR	E05	GEORGIA AVENUE-PETWORTH		Escalator between street and mezzanine, west side Georgia Ave/bus stop
E05X02ESCALATOR	E05	GEORGIA AVENUE-PETWORTH		Escalator between street and mezzanine, west side Georgia Ave/bus stop
E05X03ESCALATOR	E05	GEORGIA AVENUE-PETWORTH		Escalator between street and mezzanine, west side Georgia Ave/bus stop
E05X04ESCALATOR	E05	GEORGIA AVENUE-PETWORTH		Escalator between street and mezzanine, west side at New Hampshire & Georgia Ave.
E05X05ESCALATOR	E05	GEORGIA AVENUE-PETWORTH		Escalator between street and mezzanine, west side at New Hampshire & Georgia Ave.
E05X06ESCALATOR	E05	GEORGIA AVENUE-PETWORTH		Escalator between mezzanine and platform
E05X07ESCALATOR	E05	GEORGIA AVENUE-PETWORTH		Escalator between mezzanine and platform
B11X01ESCALATOR	B11	GLENMONT		Escalator between street and mezzanine, east side of station at bus bay/Kiss & Ride
B11X02ESCALATOR	B11	GLENMONT		Escalator between street and mezzanine, east side of station at bus bay/Kiss & Ride
B11X03ESCALATOR	B11	GLENMONT		Escalator between street and mezzanine, east side of station at bus bay/Kiss & Ride
B11X04ESCALATOR	B11	GLENMONT		Escalator between street and mezzanine, west side of station at Kiss & Ride
B11X05ESCALATOR	B11	GLENMONT		Escalator between street and mezzanine, west side of station at Kiss & Ride
B11X06ESCALATOR	B11	GLENMONT		Escalator between mezzanine and platform
B11X07ESCALATOR	B11	GLENMONT		Escalator between mezzanine and platform
E10X01ESCALATOR	E10	GREENBELT		Escalator between mezzanine and platform
E10X02ESCALATOR	E10	GREENBELT		Escalator between mezzanine and platform
A11X01ESCALATOR	A11	GROSVENOR-STRATHMORE		Escalator between street and mezzanine (under Rockville Pike)
A11X02ESCALATOR	A11	GROSVENOR-STRATHMORE		Escalator between street and mezzanine (under Rockville Pike)
A11X03ESCALATOR	A11	GROSVENOR-STRATHMORE		Escalator between mezzanine and platform
A11X04ESCALATOR	A11	GROSVENOR-STRATHMORE		Escalator between mezzanine and platform
